;Name;MovieType;Director;Duration;Year;Country;Worldwide;Scenarist;Month;Season;Top_Director
4272;Capitalism: A Love Story;Belgesel;Michael Moore;128;2009;ABD;#YOK;#YOK;#YOK;#YOK;0
4273;S?cak;Aksiyon;Abdullah O?uz;115;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4274;The Innkeepers;Gerilim;Ti West;101;2011;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4275;Kötü Çocuk;Dram;Ya??z Alp Akayd?n;125;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4276;He Was A Quiet Man;Dram;Frank A. Cappello;95;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4278;La Chance De Ma Vie;Komedi;Nicolas Cuche;87;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4279;Coriolanus;Dram;Ralph Fiennes;123;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4282;Forget Me Not;Dram;Tyler Oliver;103;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4283;i Rymden Finns Inga Känslor;Dram;Andreas Öhman;85;2010;?sveç;#YOK;#YOK;#YOK;#YOK;#YOK
4284;Hysteria;Komedi;Tanya Wexler;100;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4286;Man On Wire;Belgesel;James Marsh;94;2008;?ngiltere;#YOK;#YOK;#YOK;#YOK;0
4287;I Hate Luv Storys;Dram;Punit Malhotra;129;2010;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4289;A Cinderella Story: Once Upon A Song;Aile;Damon Santostefano;88;2011;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4290;Hello Ghost;Dram;Yeong-tak Kim;111;2010;Güney Kore;$19,774,455;#YOK;#YOK;#YOK;#YOK
4291;Powder Blue;Dram;Timothy Linh Bui;106;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4293;Mand?ra Filozofu: ?stanbul;Komedi;Müfit Can Saç?nt?;109;2015;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4294;The Physician;Dram;Philipp Stölzl;155;2013;Almanya;$57,284,237;#YOK;#YOK;#YOK;#YOK
4295;Mahpeyker: Kösem Sultan;Dram;Tarkan Özel;;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4296;The Loft;Gerilim;Erik Van Looy;108;2014;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4297;D.E.B.S.;Aksiyon;Angela Robinson;91;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4298;Samaria (Samaritan Girl);Dram;Kim Ki-duk;95;2004;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4300;Tada, Kimi Wo Aishiteru / Heavenly Forest;Dram;Takehiko Shinjo;116;2006;Japonya;#YOK;#YOK;#YOK;#YOK;#YOK
4301;Game Night;Gizem;"John Francis Daley
                                        ,                                                                                                                     Jonathan Goldstein (i)";100;2018;ABD;$117,679,066;Mark Perez;May?s;spring;#YOK
4303;Wallace & Gromit In The Curse Of The Were-Rabbit;Animasyon;"Nick Park
                                        ,                                                                                                                     Steve Box";85;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4304;Starter For 10;Dram;Tom Vaughan;92;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4306;Prey;Gerilim;Darrell Roodt;92;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4309;Zatôichi;Aksiyon;Takeshi Kitano;111;2003;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4311;The Mothman Prophecies;Dram;Mark Pellington;119;2002;ABD;$55,157,539;Richard Hatem;May?s;spring;0
4314;Waiting...;Komedi;Rob McKittrick;94;2005;ABD;$18,637,690;#YOK;#YOK;#YOK;#YOK
4315;Abandoned;Dram;Michael Feifer;88;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4316;The Good Girl;Dram;Miguel Arteta;93;2002;Multi Nation;$16,856,124;#YOK;#YOK;#YOK;#YOK
4317;Walking Tall;Aksiyon;Kevin Bray;86;2004;ABD;$57,223,890;"David Levien
                                        ";Ekim;autumn;0
4318;Oldboy;Aksiyon;Spike Lee;104;2013;ABD;$14,980,005;"Mark Protosevich
                                        ";Ocak;winter;0
4319;Deli A?k;Komedi;"Murat Kaman
                                        ,                                                                                                                     Murat Dündar";104;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4320;D-Tox;Aksiyon;Jim Gillespie;96;2002;ABD;#YOK;#YOK;#YOK;#YOK;0
4321;Fasle kargadan;Dram;Bahman Ghobadi;93;2012;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4322;Day Of The Dead;Aksiyon;Steve Miner;86;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4323;Hidden 3d;Gerilim;"Jack Frost
                                        ,                                                                                                                     Antoine Thomas";82;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4324;Topra??n Çocuklar?;Dram;Ali Adnan Özgür;;2012;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4325;Laz Vampir Tirakula;Komedi;"Metin Koç
                                        ,                                                                                                                     Ula? Zeybek";107;2012;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4326;Zincirbozan;Dram;At?l ?naç;110;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4328;Duma;Aile;Carroll Ballard;100;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4329;Leatherheads;Dram;George Clooney;114;2008;Multi Nation;$41,319,039;#YOK;#YOK;#YOK;0
4330;Un Heureux Evenement;Dram;Remi Bezançon;107;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4331;Youth Without Youth;Dram;Francis Ford Coppola;125;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4332;Altitude;Fantastik;Kaare Andrews;90;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4333;Black Widow;Bilim Kurgu;Cate Shortland;136;2021;ABD;$379,751,655;"David Hayter
                                        ";Temmuz;summer;0
4335;205 - Zimmer der Angst (Room 205);Dram;Rainer Matsutani;100;2011;Almanya;#YOK;#YOK;#YOK;#YOK;#YOK
4336;Open Grave;Gerilim;Gonzalo López-Gallego;102;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4337;The Palermo Shooting;Dram;Wim Wenders;108;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4338;Ta? Mektep;Dram;Altan Dönmez;;2012;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4339;Dedemin Fi?i;Komedi;Meltem Bozoflu;100;2016;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4340;Rough Cut;Aksiyon;Jang Hoon;22;2008;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4342;14 Blades;Aksiyon;Daniel Lee;114;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4343;Capote;Dram;Bennett Miller;114;2005;Multi Nation;$49,327,405;"Dan Futterman
                                        ";Mart;spring;0
4344;The Watch;Bilim Kurgu;"Akiva Schaffer
                                        ,                                                                                                                     Peter Segal";102;2012;ABD;$68,267,862;#YOK;#YOK;#YOK;#YOK
4346;Asi Ruh;Belgesel;Ersin Kana;90;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4347;Waist Deep;Aksiyon;Vondie Curtis-Hall;97;2006;ABD;$21,353,303;#YOK;#YOK;#YOK;#YOK
4348;Karao?lan;Aksiyon;Kudret Sabanc?;116;2013;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4349;Vücut;Dram;Mustafa Nuri Eser;104;2011;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4351;Jeune et jolie;Dram;François Ozon;95;2013;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
4353;Jimmy Neutron: Boy Genius;Animasyon;John A. Davis;83;2001;ABD;$102,992,536;"John A. Davis
                                        ";Aral?k;winter;0
4355;Inception: Motion Comics;Bilim Kurgu;Ian Kirby;15;2010;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4356;Pitch Perfect 2;Komedi;Elizabeth Banks;115;2015;ABD;$287,144,079;#YOK;#YOK;#YOK;0
4358;Mad About Mambo;Komedi;John Forte;92;2000;?rlanda;#YOK;#YOK;#YOK;#YOK;#YOK
4359;Control;Dram;Anton Corbijn;121;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4360;Finding Forrester;Dram;Gus Van Sant;136;2000;ABD;$80,049,764;#YOK;#YOK;#YOK;0
4361;La Délicatesse;Dram;"Stéphane Foenkinos
                                        ,                                                                                                                     David Foenkinos";108;2011;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
4362;Return To Never Land;Animasyon;"Donovan Cook
                                        ,                                                                                                                     Robin Budd";72;2002;Multi Nation;$109,862,682;J.M. Barrie;Haziran;summer;#YOK
4363;Charlie: The Life and Art of Charles Chaplin;Belgesel;Richard Schickel;132;2003;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4365;Kod Ad? KOZ;Gizem;Celal Çimen;108;2015;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4366;Ben 10: Alien Swarm;Macera;Alex Winter;90;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4367;Just Wright;Dram;Sanaa Hamri;100;2010;ABD;$21,584,424;#YOK;#YOK;#YOK;0
4368;Huit Femmes - 8 Women;Gerilim;François Ozon;111;2002;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4369;Great Expectations;Dram;Mike Newell;128;2012;Multi Nation;$55,494,066;"Mitch Glazer
                                        ";Ocak;winter;0
4370;Mulan 2;Animasyon;"Darrell Rooney
                                        ,                                                                                                                     Lynne Southerland";79;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4371;Down With Love;Komedi;Peyton Reed;101;2003;Multi Nation;$39,468,111;"Dennis Drake
                                        ";Eylül;autumn;0
4373;Sympathy For Mr. Vengeance;Aksiyon;Park Chan-wook;129;2002;Güney Kore;#YOK;#YOK;#YOK;#YOK;0
4375;Dilber’in Sekiz Günü;Dram;Cemal ?an;106;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4376;Nueve Reinas;Gerilim;Fabián Bielinsky;114;2000;Arjantin;#YOK;#YOK;#YOK;#YOK;#YOK
4377;Sen Kiminle Dans Ediyorsun?;Dram;Burak Aksak;106;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4378;Batman Beyond: Return Of The Joker;Animasyon;Curt Geda;76;2000;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4379;May;Dram;Lucky McKee;93;2002;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4382;Amen;Dram;Costa-Gavras;132;2002;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4383;The Family;Aksiyon;Luc Besson;111;2013;Multi Nation;$78,418,811;Luc Besson;Eylül;autumn;0
4384;Storage 24;Bilim Kurgu;Johannes Roberts;87;2012;?ngiltere;#YOK;#YOK;#YOK;#YOK;0
4385;The Flock;Dram;Wai Keung Lau;105;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4386;Idiocracy;Bilim Kurgu;Mike Judge;84;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4389;Regression;Gerilim;Alejandro Amenábar;106;2015;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4390;Going in Style;Komedi;Zach Braff;96;2017;ABD;$85,218,541;"Theodore Melfi
                                        ";Nisan;spring;0
4391;Stand Up Guys;Aksiyon;Fisher Stevens;95;2012;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4392;S. Darko;Bilim Kurgu;Chris Fisher;103;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4393;The Nun;Gerilim;Corin Hardy;97;2018;ABD;$366,050,119;Gary Dauberman;Eylül;autumn;0
4395;Fanfan La Tulipe;Komedi;Gérard Krawczyk;97;2003;Fransa;#YOK;#YOK;#YOK;#YOK;0
4396;Only Lovers Left Alive;Dram;Jim Jarmusch;123;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4398;Çizgisiz Zamanlar;Dram;"Ça?an Irmak
                                        ,                                                                                                                     Uluç Bayraktar";76;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4400;Kidari Ajeossi;Dram;"Jeong-sik Kong
                                        ,                                                                                                                     Gong Jeong-shik";99;2005;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4402;Only God Forgives;Dram;Nicolas Winding Refn;90;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4403;Towelhead;Dram;Alan Ball;111;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4404;S?f?r Bir;Aksiyon;Kadri Beran Ta?k?n;98;2020;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4405;Shaft;Aksiyon;John Singleton;99;2000;Multi Nation;$107,196,498;"Shane Salerno
                                        ";Aral?k;winter;0
4406;Küçük Esnaf;Komedi;Bedran Güzel;104;2016;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4407;Arthur;Komedi;Jason Winer;110;2011;ABD;$48,147,945;#YOK;#YOK;#YOK;#YOK
4408;Overlord;Bilim Kurgu;Julius Avery;110;2018;Multi Nation;$41,657,844;"Billy Ray
                                        ";Kas?m;autumn;0
4409;The Thief Lord;Bilim Kurgu;Richard Claus;98;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4410;Collateral Damage;Aksiyon;Andrew Davis;108;2002;ABD;$78,382,433;"Ronald Roose
                                        ";Mart;spring;0
4411;The Cheetah Girls;Aile;Kenny Ortega;96;2006;ABD;#YOK;#YOK;#YOK;#YOK;0
4412;Too Beautiful to Lie;Komedi;Hyeong-jun Bae;115;2004;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4413;Mohabbatein;Dram;Aditya Chopra;216;2000;Hindistan;$4,279,351;#YOK;#YOK;#YOK;#YOK
4414;Pulse 3: Invasion;Gerilim;Joel Soisson;110;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4416;.45;Dram;Gary Lennon;101;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4419;Two Brothers;Aile;Jean-Jacques Annaud;109;2004;Multi Nation;$62,172,050;"Jean-Jacques Annaud
                                        ";Ekim;autumn;0
4420;Invincible;Dram;Ericson Core;105;2006;ABD;$58,480,828;Brad Gann;Temmuz;summer;0
4421;The Transporter Refueled;Aksiyon;Camille Delamarre;95;2015;Multi Nation;$72,629,670;"Luc Besson
                                        ";Eylül;autumn;0
4422;Choke;Dram;Clark Gregg;92;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4423;My Big Fat Greek Wedding;Dram;Joel Zwick;95;2002;Multi Nation;$368,744,044;Nia Vardalos;Eylül;autumn;0
4426;Ultimate Fights From The Movies;Aksiyon;;53;2002;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4427;Breach;Dram;Billy Ray;110;2007;Multi Nation;$40,953,935;"Billy Ray
                                        ";May?s;spring;0
4428;Evening;Dram;Lajos Koltai;117;2007;ABD;$20,016,753;"Susan Minot
                                        ";Ekim;autumn;0
4430;Unrest;Gizem;Jason Todd Ipson;88;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4431;Driving Lessons;Dram;Jeremy Brock;98;2006;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
4434;Where The Truth Lies;Dram;Atom Egoyan;107;2005;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
4435;Pulse 2: Afterlife;Bilim Kurgu;Joel Soisson;89;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4437;Hipnos;Gerilim;David Carreras;93;2004;?spanya;#YOK;#YOK;#YOK;#YOK;#YOK
4438;Kurbaan;Aksiyon;Renzil D'Silva;161;2009;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4439;Us;Gerilim;Jordan Peele;116;2019;ABD;$256,022,707;Jordan Peele;Mart;spring;0
4440;American Psycho II;Gerilim;Morgan J. Freeman;88;2002;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4441;Elite Squad;Aksiyon;José Padilha;115;2007;Brezilya;#YOK;#YOK;#YOK;#YOK;0
4442;The Shrine;Korku;Jon Knautz;85;2010;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
4443;Aykut Eni?te;Aile;Onur Bilgetay;115;2019;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4444;Le Passé;Dram;Asghar Farhadi;130;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4445;House Of 9;Dram;Steven R. Monroe;86;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4446;Balans ve Manevra;Dram;Teoman;94;2005;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4447;30 Days Of Night: Dark Days;Gerilim;Ben Ketai;92;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4448;Red State;Aksiyon;Kevin Smith;88;2011;ABD;#YOK;#YOK;#YOK;#YOK;0
4450;Haunter;Gerilim;Vincenzo Natali;97;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4451;Top Gun: Maverick;Aksiyon;Joseph Kosinski;131;2022;ABD;$1,495,696,292;"Christopher McQuarrie
                                        ";May?s;spring;0
4452;Killer Bees!;Aksiyon;Penelope Buitenhuis;95;2002;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
4455;Messengers 2: The Scarecrow;Korku;Martin Barnewitz;94;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4457;Dead Birds;Gerilim;Alex Turner;91;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4459;Gossip;Gerilim;Davis Guggenheim;90;2000;ABD;$12,591,270;"Theresa Rebeck
                                        ";Ekim;autumn;0
4460;The Gifted Hands;Gizem;Kwon Ho-Young;107;2013;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
4461;Youth;Dram;Paolo Sorrentino;125;2015;Multi Nation;$227,091,290;Paolo Sorrentino;Ocak;winter;0
4462;Babam;Dram;Nihat Durak;130;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4463;Ils Se Marierent Et Eurent Beaucoup  D'enfants / Happily Ever After;Dram;Yvan Attal;100;2004;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
4464;Central Intelligence;Aksiyon;Rawson Marshall Thurber;107;2016;ABD;$216,940,871;"Ike Barinholtz
                                        ";Haziran;summer;0
4466;Enter The Void;Dram;Gaspar Noé;161;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4469;Hexe Lilli: Der Drache und das magische Buch;Aile;Stefan Ruzowitzky;89;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4472;Hidden;Gerilim;"Matt Duffer
                                        ,                                                                                                                     Ross Duffer";83;2015;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4473;Battle For Terra;Animasyon;Aristomenis Tsirbas;79;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4474;Ne?eli Gençlik;Komedi;Mesut Taner;95;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4477;Ca$h;Gerilim;Stephen Milburn Anderson;108;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4481;The Upside of Anger;Dram;Mike Binder;118;2005;ABD;$28,237,488;Mike Binder;Eylül;autumn;0
4484;The Rundown;Aksiyon;Peter Berg;104;2003;ABD;$80,657,921;#YOK;#YOK;#YOK;0
4486;Ye?il I??k;Dram;Faruk Aksoy;102;2002;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4487;War Dogs;Dram;Todd Phillips;114;2016;ABD;$86,434,523;#YOK;#YOK;#YOK;0
4488;Before I Fall;Dram;Ry Russo-Young;98;2017;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4489;Vengo;Dram;Tony Gatlif;90;2000;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4490;A Modern Twain Story:The Prince and the Pauper;Aile;James Quattrochi;92;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4491;Paranoia;Dram;Robert Luketic;106;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4493;Emergo;Gerilim;Carles Torrens;80;2011;?spanya;#YOK;#YOK;#YOK;#YOK;#YOK
4496;Kung Fu Dunk;Aksiyon;Yen-ping Chu;98;2008;Multi Nation;$22,945,567;#YOK;#YOK;#YOK;#YOK
4497;Silent House;Gizem;"Chris Kentis
                                        ,                                                                                                                     Laura Lau";85;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4499;The Dilemma / The Riddle;Dram;Amol Palekar;141;2005;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4500;Tatl?m Tatl?m: Haybeden Gerçeküstü A?k;Komedi;Y?lmaz Erdo?an;95;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4503;Shrink;Dram;Jonas Pate;104;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4505;Friends With Kids;Komedi;Jennifer Westfeldt;100;2011;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4507;Hush;Gerilim;Mike Flanagan;81;2016;ABD;$13,605,304;Mark Tonderai;Temmuz;summer;0
4508;The Double;Aksiyon;Michael Brandt;98;2011;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4509;En Mutlu Oldu?um Yer;Macera;Kaan Erturan;99;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4511;Micmacs à Tire-larigot;Aksiyon;Jean Pierre Jeunet;100;2009;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
4514;Blades of Glory;Komedi;"Josh Gordon
                                        ,                                                                                                                     Will Speck";93;2007;ABD;$145,710,347;#YOK;#YOK;#YOK;#YOK
4515;In Your Eyes;Bilim Kurgu;Brin Hill;105;2014;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4517;Jackie Chan Kung Fu Master;Aile;"Gangliang Fang
                                        ,                                                                                                                     Ping Jiang";85;2009;Çin;#YOK;#YOK;#YOK;#YOK;#YOK
4518;SecretStone;Gerilim;Sean Stone;82;2012;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4521;Delivery Man;Komedi;Ken Scott;105;2013;Multi Nation;$53,120,346;Ken Scott;A?ustos;summer;0
4522;Walled In;Gerilim;Gilles Paquet-Brenner;92;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4525;The Gentleman;Komedi;Guy Ritchie;113;2019;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4527;The Edukators;Dram;Hans Weingartner;127;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4529;Inland Empire;Gerilim;David Lynch;180;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4530;Zeynep’in Sekiz Günü;Dram;Cemal ?an;;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4531;Home;Animasyon;Tim Johnson;93;2015;ABD;$386,041,607;"Tom J. Astle
                                        ";Mart;spring;0
4534;Gomeda;Fantastik;Tan Tolga Demirci;;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4535;Igor;Animasyon;Tony Leondis;87;2008;Multi Nation;$30,893,885;"John Hoffman
                                        ";May?s;spring;0
4536;Anamorph;Gerilim;Henry Miller;107;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4537;Man Of Tai Chi;Aksiyon;Keanu Reeves;105;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4538;The Clinic;Gerilim;James Rabbitts;94;2010;Avustralya;#YOK;#YOK;#YOK;#YOK;#YOK
4539;Eve Dönü? Sar?kam?? 1915;Dram;Alphan E?eli;115;2013;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4540;Mommy;Dram;Xavier Dolan;138;2014;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
4541;Solino;Dram;Fatih Ak?n;120;2002;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4542;The Lazarus Effect;Bilim Kurgu;David Gelb;83;2015;ABD;$38,356,892;"Luke Dawson
                                        ";Mart;spring;0
4543;An Inspector Calls;Dram;Aisling Walsh;88;2015;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
4546;American Assassin;Aksiyon;Michael Cuesta;111;2017;Multi Nation;$67,234,188;"Edward Zwick
                                        ";Eylül;autumn;0
4547;Blind Dating;Komedi;James Keach;99;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4549;En Man Som Heter Ove;Dram;Hannes Holm;116;2015;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4550;The Killing Floor;Gerilim;Gideon Raff;94;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4551;Ac? Tatl? Ek?i;Komedi;Andaç Haznedaro?lu;108;2017;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4554;Dil Bole Hadippa!;Dram;Anurag Singh;148;2009;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
4555;One Way;Gerilim;Reto Salimbeni;116;2006;Almanya;#YOK;#YOK;#YOK;#YOK;#YOK
4556;My Life In Ruins;Komedi;Donald Petrie;95;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
4558;Cabin Fever;Korku;Eli Roth;97;2002;ABD;$30,553,394;"Eli Roth
                                        ";Temmuz;summer;0
4559;Novo;Dram;Jean-Pierre Limosin;98;2002;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
4560;Primeval;Aksiyon;Michael Katleman;93;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4561;Wind River;Dram;Taylor Sheridan;107;2017;Multi Nation;$43,980,821;#YOK;#YOK;#YOK;#YOK
4565;Million Dollar Arm;Dram;Craig Gillespie;124;2014;ABD;$38,483,455;Thomas McCarthy;Temmuz;summer;0
4566;Enes Batur Hayal mi Gerçek mi?;Komedi;Kamil Çetin;110;2018;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4567;Al Final Del Túnel;Gerilim;Rodrigo Grande;120;2016;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
4570;Inhale;Aksiyon;Baltasar Kormákur;100;2010;ABD;#YOK;#YOK;#YOK;#YOK;0
4571;The Call of the Wild;Aile;Chris Sanders;100;2020;Multi Nation;$111,257,878;Michael Green;?ubat;winter;0
4574;The Dilemma;Dram;Ron Howard;111;2011;ABD;$69,721,966;#YOK;#YOK;#YOK;0
4576;The Dukes Of Hazzard: The Beginning;Aksiyon;Jay Chandrasekhar;95;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
4577;Suffragette;Dram;Sarah Gavron;106;2015;Multi Nation;$31,972,096;Abi Morgan;Ocak;winter;0
4578;Not Another Teen Movie;Komedi;Joel Gallen;89;2001;ABD;$66,468,332;#YOK;#YOK;#YOK;#YOK
4579;Hustle & Flow;Dram;Craig Brewer;116;2005;ABD;$23,563,727;Craig Brewer;Aral?k;winter;0
4582;Tan?d?k Yabanc?;Fantastik;Uluç Bayraktar;91;2006;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
4583;Someone Like You;Komedi;Tony Goldwyn;97;2001;ABD;$38,689,940;"Elizabeth Chandler
                                        ";Temmuz;summer;0
4586;American Ultra;Aksiyon;Nima Nourizadeh;96;2015;Multi Nation;$27,262,374;Max Landis;A?ustos;summer;0
4587;The Market: A Tale Of Trade;Dram;Ben Hopkins;93;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
